name,category_code,country_code,founded_year,funding_total_usd,funding_rounds,status
NeighborGoods,web,USA,2009.0,100000.0,1,operating
Saplo,analytics,SWE,2008.0,690000.0,2,operating
Epizyme,biotech,USA,2007.0,51500000.0,4,ipo
Threshold Pharmaceuticals,biotech,USA,,55000000.0,2,ipo
Wevebob,cleantech,IRL,1999.0,4408200.0,1,operating
View Inc.,cleantech,USA,2006.0,199530839.0,8,operating
Bluefin Labs,analytics,USA,2008.0,20350000.0,4,acquired
DataSync,software,USA,,913038.0,1,operating
ThreatMetrix,security,USA,2005.0,36351387.0,4,operating
Telesphere Networks,messaging,USA,2000.0,34500000.0,4,operating
Beyond Commerce,advertising,USA,,500000.0,1,ipo
3-V Biosciences,biotech,USA,2007.0,78089000.0,4,operating
Vivint,security,USA,,565000000.0,1,operating
KidZui,web,USA,2006.0,18400000.0,6,operating
Inviragen,biotech,USA,,15000000.0,1,acquired
Marketocracy,other,USA,2000.0,16250000.0,2,operating
Discretix,software,ISR,2000.0,20000000.0,1,operating
Vudu,hardware,USA,2004.0,36000000.0,2,acquired
Direct Flow Medical,medical,USA,2004.0,40284000.0,2,operating
Performable,software,USA,2009.0,3000000.0,1,acquired
Dachis Group,enterprise,USA,2008.0,37500000.0,2,operating
RFinity,mobile,USA,2008.0,4000000.0,1,closed
WorkHound,search,GBR,2007.0,950000.0,1,operating
Certify,travel,USA,2008.0,1900000.0,1,operating
Moblica,mobile,ISR,2011.0,6000000.0,1,closed
Constellation Pharmaceuticals,biotech,USA,2008.0,132000000.0,4,operating
Amplio Group,finance,GBR,,22094400.0,1,operating
TruTouch Technologies,manufacturing,USA,2005.0,23062342.0,9,operating
Intarcia Therapeutics,biotech,USA,1997.0,380097291.0,8,operating
Shoes of Prey,ecommerce,AUS,2009.0,3050000.0,2,operating
Anodyne Health,enterprise,USA,,5600000.0,1,acquired
Associated Content,web,USA,,21400000.0,3,acquired
Liquidia Technologies,nanotech,USA,2004.0,57799994.0,6,operating
Total Attorneys,enterprise,USA,2002.0,15000000.0,1,operating
EnglishCentral,education,USA,2008.0,6477000.0,4,operating
Myntra,ecommerce,IND,2007.0,25000000.0,1,operating
Related Content Database (RCDb),software,USA,2006.0,10000000.0,1,operating
JobFlash,search,USA,2002.0,5000000.0,1,acquired
Morgan Solar,cleantech,CAN,2007.0,34500000.0,3,operating
Tetra Tech,consulting,USA,1966.0,69000000.0,1,ipo
CardioMEMS,medical,USA,2001.0,119981126.0,3,operating
Zebtab,games_video,GBR,2005.0,280000.0,1,closed
Gloucester Pharmaceuticals,biotech,USA,,29000000.0,1,acquired
Find Invest Grow (FIG),enterprise,GBR,2009.0,508406.0,2,operating
Khush,music,USA,2009.0,120000.0,2,acquired
PetMD,web,USA,2008.0,20000.0,1,operating
ViaSat,mobile,USA,1986.0,133000000.0,1,ipo
Bijk.com,network_hosting,CZE,2010.0,169020.0,1,operating
Omeros,biotech,USA,,63000000.0,1,ipo
Echo Global Logistics,enterprise,USA,,17400000.0,1,ipo
SANpulse Technologies,network_hosting,USA,2005.0,8069952.0,2,operating
Cyclone Power Technologies,cleantech,USA,2007.0,150000.0,2,operating
Attune Systems,hardware,USA,1999.0,18000000.0,2,closed
Kyp,advertising,GBR,,9100000.0,1,operating
Vertex Pharmaceuticals,biotech,GBR,1989.0,598000000.0,3,ipo
American Science and Engineering,medical,USA,,4500000.0,1,operating
Free All Media,games_video,USA,2008.0,1747500.0,3,operating
WhereNet,hardware,USA,1997.0,5000000.0,1,acquired
SprayCool,hardware,USA,1988.0,10000000.0,1,acquired
Kampyle,web,ISR,2007.0,1000000.0,1,operating
MondeCafes,hospitality,FRA,2009.0,135668.0,2,operating
AuctionPay,web,USA,2002.0,5500000.0,1,acquired
Athletes' Performance,sports,USA,1999.0,22500000.0,2,operating
Todacell,advertising,ISR,2007.0,4350000.0,4,operating
Getable,web,USA,2010.0,3200000.0,2,operating
Tap.Me,games_video,USA,2009.0,5038868.0,4,acquired
GeoEye,other,USA,1991.0,78000000.0,1,operating
Kolltan Pharmaceuticals,biotech,USA,2007.0,80000000.0,4,operating
AdvanDx,biotech,USA,2002.0,10200000.0,2,operating
Coherex Medical,medical,USA,2003.0,16500000.0,1,operating
ViVu,messaging,USA,2009.0,3000000.0,2,acquired
Heptares Therapeutics,biotech,GBR,2007.0,21000000.0,1,operating
Factual,mobile,USA,2007.0,27000000.0,3,operating
XIHA,games_video,USA,2007.0,1000000.0,1,operating
Asthmatx,biotech,USA,2003.0,50000000.0,1,acquired
Outside.in,web,USA,2006.0,14400000.0,5,acquired
PayEase,software,USA,2000.0,14500000.0,1,operating
Glaxstar,software,GBR,2000.0,4000000.0,2,operating
Transactiv,advertising,USA,2009.0,1200000.0,1,closed
Act-On Software,enterprise,USA,2008.0,30000000.0,3,operating
Red Tricycle,web,USA,2006.0,2643000.0,2,operating
Desk,enterprise,USA,2009.0,5700000.0,2,acquired
BioNano Genomics,biotech,USA,2003.0,44082314.0,4,operating
Adconion Media Group,advertising,USA,2005.0,114000000.0,2,operating
BigDoor,advertising,USA,2009.0,12815000.0,6,operating
SeaMicro,network_hosting,USA,,35000000.0,2,acquired
Space Exploration Technologies,transportation,USA,2002.0,230435000.0,5,operating
Reenergy Electric,cleantech,CAN,,8800000.0,1,operating
Shanghai SynaCast Media,network_hosting,CHN,,11717309.0,1,operating
Cvent,software,USA,1999.0,136911999.0,2,ipo
Qingdao Crystech Coating,hardware,CHN,,8100000.0,1,operating
Skytide,software,USA,2004.0,6000000.0,1,operating
CopperGate Communications,semiconductor,ISR,2000.0,14500000.0,1,acquired
AddThis,advertising,USA,2004.0,73000000.0,6,operating
MyMiniLife,games_video,USA,2007.0,430000.0,3,acquired
Innovalight,cleantech,USA,,41341484.0,4,acquired
Eventioz,software,ARG,2008.0,1500000.0,2,acquired
Centrifuge Systems,analytics,USA,2007.0,6500000.0,2,operating
LikeList,web,USA,2008.0,5000000.0,1,closed
AwayFind,messaging,USA,2008.0,800000.0,3,operating
Saaspoint,enterprise,GBR,2005.0,2010000.0,1,acquired
Gecad Technologies,software,ROM,2001.0,2940000.0,1,operating
BoardVantage,software,USA,2000.0,5500000.0,1,operating
ProtoStar,games_video,BMU,2001.0,210000000.0,2,operating
Neusoft Group,software,CHN,2003.0,40000000.0,1,operating
California Stem Cell,biotech,USA,2005.0,1950000.0,2,operating
Preventes.fr,ecommerce,GBR,2007.0,100000.0,1,closed
Advebs,software,USA,,980000.0,1,closed
BroadSoft,software,USA,1998.0,42500000.0,2,ipo
zozi,ecommerce,USA,2007.0,21300000.0,4,operating
Octoshape,hardware,DNK,2003.0,4840000.0,1,operating
ProBinder,web,CHE,2009.0,100000.0,1,operating
Acetylon Pharmaceuticals,biotech,USA,2008.0,151250000.0,6,operating
Newsy,news,USA,2008.0,3500000.0,2,acquired
Rypple,software,CAN,2008.0,13000000.0,3,acquired
Dimdim,web,USA,2006.0,8400000.0,2,acquired
Wikibon,enterprise,USA,2007.0,500000.0,1,operating
HouseTrip,travel,GBR,2010.0,59700000.0,3,operating
Liftopia,ecommerce,USA,2005.0,7300000.0,4,operating
Netcordia,network_hosting,USA,2000.0,13000000.0,2,acquired
Kyield,analytics,USA,,600000.0,2,operating
ClearCount Medical Solutions,medical,USA,,17650542.0,7,operating
Scout Analytics,software,USA,2008.0,2991652.0,3,operating
Reachable,software,USA,2007.0,17550668.0,5,operating
Clinverse,finance,USA,2008.0,6500000.0,3,operating
Lux Biosciences,biotech,USA,2005.0,76000000.0,4,operating
Flexion Therapeutics,biotech,USA,2007.0,62000000.0,3,operating
PopJax,web,USA,,4700000.0,1,operating
Windlab Systems,cleantech,USA,2007.0,14000000.0,2,operating
AnchorFree,security,USA,2005.0,62800000.0,3,operating
Dropcam,software,USA,2009.0,47800000.0,4,operating
JRapid,enterprise,USA,2008.0,420000.0,2,operating
20x200,ecommerce,USA,2007.0,2800000.0,2,operating
inTarvo,consulting,IND,1995.0,21900000.0,2,operating
Sanovia Corporation,biotech,USA,2003.0,12100000.0,3,operating
Acheive CCA,consulting,USA,,5000000.0,1,operating
HealthMedia,consulting,USA,,3000000.0,1,acquired
Chronicity,consulting,USA,2006.0,19550000.0,4,closed
Revolution Analytics,analytics,USA,2007.0,30195398.0,4,operating
Tanner Research,semiconductor,USA,1988.0,1000000.0,1,operating
Currensee,finance,USA,2008.0,18800000.0,4,operating
Inspired Technologies,medical,USA,,5400000.0,1,closed
Zend Technologies,software,USA,1999.0,44000000.0,4,operating
SetJam,web,USA,2009.0,440000.0,2,acquired
Location Labs,mobile,USA,,25800000.0,3,operating
Vivo,advertising,USA,2009.0,25000.0,1,operating
Zipano,security,USA,2009.0,25000.0,1,closed
AJAX Street,web,USA,,25000.0,1,operating
Canesta,hardware,USA,1999.0,34000000.0,3,acquired
Sleek Audio,hardware,USA,,285000.0,1,operating
Probe Scientific,medical,GBR,1998.0,1600000.0,1,operating
Adamas Pharmaceuticals,biotech,USA,2000.0,82000000.0,4,operating
Curemark,biotech,USA,2004.0,31042000.0,3,operating
GlycoMimetics,biotech,USA,2003.0,38000000.0,1,ipo
Neo Technology,analytics,SWE,2007.0,24100000.0,3,operating
Just-Eat.com,hospitality,GBR,2000.0,129400000.0,3,operating
PermissionTV,games_video,USA,2005.0,9000000.0,3,closed
Innovative Silicon,other,USA,2002.0,72000000.0,4,closed
OZON.ru,ecommerce,RUS,1998.0,121000000.0,3,operating
FilesX,enterprise,ISR,2000.0,7500000.0,1,acquired
Joincube.com,software,ARG,2012.0,50000.0,1,operating
OrangeSoda,advertising,USA,2006.0,7500000.0,3,acquired
Aternity,enterprise,USA,2004.0,25500000.0,3,operating
Networked Insights,analytics,USA,2006.0,38400000.0,4,operating
Allmyapps,web,FRA,2009.0,1281800.0,1,operating
MyEnergy,web,USA,2007.0,4000000.0,2,acquired
Hotlist,social,USA,2008.0,1449998.0,4,closed
RedSeal Networks,software,USA,2004.0,39100000.0,3,operating
Optimal,advertising,USA,2008.0,7600000.0,3,acquired
Hot Potato,social,USA,2009.0,1420000.0,1,acquired
Quality Technology Services,network_hosting,USA,2005.0,25000000.0,1,operating
Netpulse,news,USA,1994.0,20700000.0,3,operating
MetraTech,software,USA,1998.0,30000000.0,1,operating
Safeguard Scientifics,finance,USA,1953.0,10000000.0,1,ipo
Agari Data,security,USA,2009.0,7500000.0,2,operating
Rocketboom,news,USA,2007.0,1500000.0,1,operating
MPSTOR,software,IRL,2005.0,2210000.0,1,operating
CustomMade,ecommerce,USA,1996.0,25650000.0,5,operating
ScanSafe,security,USA,2004.0,28500000.0,2,acquired
Razer,games_video,USA,1998.0,50000000.0,1,operating
Cloud Engines,enterprise,USA,2007.0,32253180.0,7,operating
Chango,advertising,USA,2008.0,18628333.0,4,operating
Rockstar Solos,games_video,USA,2009.0,10000.0,1,operating
PlastiPure,cleantech,USA,2000.0,1100000.0,1,operating
Varicent Software,enterprise,CAN,2003.0,35000000.0,1,acquired
PowerCell Sweden,cleantech,SWE,2008.0,8600000.0,1,operating
TransNet,software,USA,1969.0,700000.0,1,operating
Genmab,biotech,DNK,,157000000.0,2,operating
MEMC Electronic Materials,semiconductor,USA,1984.0,93329093.0,2,ipo
Neuronetics,biotech,USA,2003.0,60271500.0,3,operating
Daktari Diagnostics,biotech,USA,2008.0,22800000.0,5,operating
Endosense,medical,CHE,2003.0,80600000.0,3,operating
Ensphere Solutions,semiconductor,USA,,4000000.0,1,operating
Organic Motion,software,USA,2006.0,9649999.0,2,operating
Evolva,biotech,CHE,2004.0,43500000.0,2,operating
Fly Media,public_relations,USA,1988.0,1100000.0,2,operating
Giftango,mobile,USA,2005.0,6400000.0,2,acquired
Nabriva Therapeutics,biotech,AUT,2001.0,22000000.0,1,operating
PlayHaven,mobile,USA,2009.0,9000000.0,4,operating
Sundrop Mobile,advertising,USA,2010.0,900000.0,1,acquired
WallStrip,games_video,USA,2006.0,600000.0,1,acquired
Godengo,advertising,USA,2004.0,16953708.0,3,operating
GreenPeak Technologies,semiconductor,NLD,2004.0,30110000.0,2,operating
Virdante Pharmaceuticals,biotech,USA,2007.0,60075000.0,2,operating
Cytoo,biotech,FRA,,14700000.0,2,operating
Renewable Funding,cleantech,USA,,12200000.0,1,operating
Computime,consulting,USA,,2000000.0,1,operating
Superior Global Solutions,software,USA,,6000000.0,1,operating
GroupSystems.com,software,USA,1986.0,1000000.0,1,operating
Mayomi,enterprise,USA,2009.0,50000.0,1,operating
StageBloc,web,USA,2011.0,110000.0,1,operating
iCrossing,public_relations,GBR,1998.0,62000000.0,2,acquired
PrimeraDx,biotech,USA,2004.0,20000000.0,1,operating
Micell Technologies,biotech,USA,1995.0,22300055.0,3,operating
Whirlpool,hardware,USA,,19330000.0,1,operating
Sleep Solutions,medical,USA,,20000000.0,1,closed
Gamma Medica-Ideas,medical,USA,,14000000.0,1,closed
Insider Pages,web,USA,,8500000.0,1,acquired
Panelfly,mobile,USA,,1210000.0,2,operating
Ticketfly,enterprise,USA,2008.0,37000000.0,4,operating
Mytopia,games_video,USA,2007.0,3500000.0,2,acquired
Cubicl,web,USA,2009.0,130000.0,2,closed
Humedica,health,USA,1979.0,63000000.0,3,acquired
PagerDuty,mobile,USA,2009.0,12600000.0,2,operating
"2nd Story Software, Inc.",software,USA,1998.0,85000000.0,1,acquired
eSilicon,semiconductor,USA,2000.0,25125000.0,4,operating
Sonicbids,other,USA,1999.0,4500000.0,1,acquired
Celladon,biotech,USA,2000.0,126513496.0,9,operating
Quanta Fluid Solutions,medical,GBR,,14300000.0,1,operating
Calypso Medical,medical,USA,,57500000.0,2,acquired
Virtual Ports,medical,ISR,2006.0,3700000.0,2,operating
VitaPath Genetics,biotech,USA,2009.0,20228478.0,5,operating
Link_A_ Media,network_hosting,USA,,40000000.0,2,acquired
Verdezyne,biotech,USA,2005.0,12000000.0,3,operating
The Daily Caller,news,USA,2009.0,3000000.0,1,operating
ASSIA,software,USA,2003.0,52344067.0,4,operating
Probiodrug,biotech,DEU,1997.0,73422000.0,2,operating
OpenX,advertising,USA,2008.0,75511200.0,5,operating
Soluto,software,ISR,2008.0,18000000.0,3,acquired
Magento,ecommerce,USA,2010.0,22500000.0,1,acquired
Netbooks,web,USA,2006.0,16156028.0,3,operating
Altruik,search,USA,2009.0,8300000.0,3,operating
Indicee,software,CAN,2006.0,6000000.0,1,operating
Workstreamer,enterprise,USA,2009.0,3500000.0,2,closed
MusicXray,music,USA,2006.0,2000000.0,1,operating
GotVoice,mobile,USA,2003.0,3000000.0,1,acquired
SlideShare,web,USA,,3000000.0,2,acquired
Inspivia,web,USA,2009.0,30000.0,1,operating
Moovweb,mobile,USA,2007.0,16700000.0,2,operating
AOL,web,USA,1985.0,1000000000.0,1,ipo
TV TubeX,games_video,CAN,2006.0,10000.0,1,operating
Bellicum Pharmaceuticals,biotech,USA,2004.0,33950000.0,5,operating
Global Integrity,nonprofit,USA,,2400000.0,1,operating
Devtap,search,USA,2008.0,2600000.0,1,closed
GoCrossCampus,games_video,USA,2007.0,375000.0,1,operating
Facet Solutions,medical,USA,,22223125.0,4,operating
Viacor,biotech,USA,1999.0,19009671.0,3,closed
Litebi,enterprise,ESP,,748550.0,1,operating
Acumatica,enterprise,USA,2007.0,10000000.0,3,operating
McKinstry Reklaim,other,USA,2003.0,9800000.0,2,operating
Personal Web Systems,software,USA,,1200000.0,1,closed
Progressive Book Club,social,USA,2008.0,1600000.0,1,closed
CHF Technologies,medical,USA,2003.0,360000.0,1,operating
Accumulate,mobile,SWE,2005.0,12050000.0,4,operating
Limelight Networks,network_hosting,USA,2001.0,5000000.0,1,ipo
Soloingles.com Internacional,other,ARG,2002.0,250000.0,1,operating
Chomp,mobile,USA,2009.0,2565000.0,2,acquired
Constant Contact,messaging,USA,1998.0,3659714.0,1,ipo
Green Dot Corporation,other,USA,1999.0,33000000.0,4,ipo
Geodynamics,cleantech,AUS,2000.0,90000000.0,1,operating
VerticalResponse,software,USA,2001.0,4417566.0,2,acquired
Spry Hive Industries,software,USA,2009.0,100000.0,1,operating
Landis+Gyr,cleantech,CHE,,265000000.0,2,acquired
Light Sciences Oncology,biotech,USA,1994.0,139511674.0,5,operating
Responsys,software,USA,1998.0,51900000.0,3,ipo
ShowNearby,web,SGP,2007.0,4170000.0,5,operating
Judys Book,search,USA,2004.0,10500000.0,2,operating
Pikum,games_video,GBR,2007.0,5920000.0,2,acquired
Phonethics Mobile Media,advertising,IND,2006.0,200000.0,1,operating
Quelle Energie,consulting,FRA,2008.0,718450.0,1,operating
Werkadoo,other,USA,2009.0,200000.0,1,closed
LinkSmart,advertising,USA,2009.0,9700000.0,3,operating
Cambrios Technologies,nanotech,USA,2002.0,44806769.0,5,operating
NovaRay Medical,medical,USA,1991.0,5900000.0,1,operating
Endomondo,health,DNK,2007.0,3100000.0,2,operating
BackupAgent,software,NLD,2004.0,2000000.0,1,operating
Snapfish,network_hosting,USA,1999.0,43500000.0,2,acquired
RPO,hardware,USA,2005.0,44000000.0,3,closed
PaxVax,biotech,USA,2007.0,61606472.0,4,operating
CymaBay Therapeutics,biotech,USA,1991.0,72433640.0,4,operating
Cloud Sherpas,enterprise,USA,2007.0,43300000.0,4,operating
Trinity Biosystems,biotech,USA,2002.0,28500000.0,2,closed
Spinal Modulation,medical,USA,2004.0,111270388.0,5,operating
eMarketer,advertising,USA,1996.0,25000000.0,1,operating
Satori Pharmaceuticals,medical,USA,2005.0,47000000.0,4,operating
Teranode,software,USA,2002.0,10400000.0,2,closed
Veratect,biotech,USA,,4200000.0,1,closed
Site9,software,USA,1998.0,1650000.0,4,operating
BallLogic,hardware,USA,2007.0,100000.0,1,operating
Integrated Diagnostics,biotech,USA,2009.0,40000000.0,2,operating
Rdio,music,USA,2008.0,17500000.0,2,operating
The Grommet,news,USA,2008.0,5708020.0,5,operating
Hamilton Thorne,hardware,USA,2002.0,5200000.0,3,operating
Affectiva,analytics,USA,2009.0,21899999.0,5,operating
CLEARme,security,USA,2003.0,116400000.0,3,operating
Putney,biotech,USA,2006.0,27700000.0,2,operating
Plex Systems,software,USA,1995.0,36000000.0,2,operating
Gigoptix,semiconductor,USA,2001.0,18066941.0,4,operating
"LifeSize, a Division of Logitech",public_relations,USA,2003.0,42500000.0,2,acquired
Ocean Power Technologies,cleantech,USA,1994.0,60940000.0,1,ipo
Legendary Pictures,games_video,USA,2002.0,40000000.0,1,operating
MediaMogul,software,USA,2009.0,1000000.0,1,operating
Flowdock,messaging,FIN,2009.0,650000.0,1,acquired
babbel,education,DEU,2007.0,10000000.0,2,operating
Vandas Group,software,GBR,,100000.0,1,operating
Parature,software,USA,2000.0,29500000.0,2,operating
Vertical Brands,web,USA,2008.0,14999999.0,3,operating
Akamedia,games_video,FRA,2003.0,2000000.0,1,operating
Arrowsight,manufacturing,USA,2002.0,6750000.0,1,operating
Solarus,cleantech,SWE,2006.0,300000.0,1,operating
XtremIO,enterprise,USA,2009.0,19000000.0,3,acquired
WorkCast,software,GBR,,1380000.0,2,operating
Personera,social,ZAF,2009.0,1534000.0,3,operating
Altair Therapeutics,biotech,USA,,17000000.0,1,closed
Ortho Kinematics,biotech,USA,2006.0,8105004.0,4,operating
Cellerix,biotech,ESP,2004.0,115577500.0,3,closed
Braintech,software,USA,,3000000.0,1,closed
Pulmatrix,biotech,USA,2003.0,73900000.0,5,operating
Velomedix,biotech,USA,2007.0,19000000.0,3,operating
ibeatyou,games_video,USA,,1000000.0,1,acquired
Etelos,enterprise,USA,1999.0,4087500.0,3,closed
Wooga,games_video,DEU,2009.0,32200000.0,3,operating
kissnofrog,web,DEU,2007.0,881500.0,2,operating
7digital,music,GBR,2004.0,20100000.0,4,operating
Credit Coach,software,USA,2008.0,1000000.0,2,closed
Panoramic Power,cleantech,ISR,2009.0,12500000.0,2,operating
Illume Software,software,USA,2009.0,5770000.0,3,closed
Inmagic,enterprise,USA,1983.0,7000000.0,2,operating
Augmenix,medical,USA,2008.0,24100000.0,3,operating
CorNova,biotech,USA,2003.0,5385000.0,3,operating
Cequent Pharmaceuticals,biotech,USA,2006.0,12400000.0,2,operating
Rypos,cleantech,USA,,11150000.0,2,operating
Yidio,games_video,USA,2008.0,350000.0,1,operating
Mintera,hardware,USA,2000.0,87150000.0,7,operating
Doxo,network_hosting,USA,2008.0,15250000.0,3,operating
Fashion & You,fashion,IND,2009.0,48000000.0,2,operating
Cyntellect,biotech,USA,1997.0,24500000.0,2,closed
IMImobile,mobile,IND,1999.0,26000000.0,3,operating
Alamak Espana Trade,other,ESP,1967.0,6000000.0,1,closed
Affinity Circles,web,USA,2002.0,5540000.0,3,operating
Loladex,search,USA,2007.0,350000.0,1,operating
Mophie,hardware,USA,2005.0,1000000.0,1,acquired
Enroute Systems,software,USA,2008.0,2642814.0,4,operating
Powerhouse Dynamics,cleantech,USA,2007.0,5491014.0,3,operating
Echo Therapeutics,biotech,USA,,26459000.0,6,ipo
Zenph,web,USA,2012.0,10909952.0,3,operating
ECOtality,cleantech,USA,1999.0,130300000.0,4,operating
Iconfinder,search,DNK,2007.0,165000.0,1,operating
Intent,web,USA,2008.0,250000.0,1,operating
Jongla,mobile,FIN,2009.0,3355720.0,2,operating
Sensr.net,enterprise,USA,2009.0,1500000.0,1,operating
Bandwidth,network_hosting,USA,1999.0,20500000.0,1,operating
AdsWizz,advertising,BEL,2008.0,2973600.0,1,operating
MobiKwik,web,IND,2009.0,250000.0,1,operating
California Institute for Quantitative Biosciences,biotech,USA,,7500000.0,1,operating
Meniga,software,ISL,2009.0,6500000.0,1,operating
Movinto Fun,games_video,SWE,2007.0,489229.0,1,operating
Miso,mobile,USA,2010.0,5500000.0,3,acquired
roomlinx,network_hosting,USA,,3000000.0,1,operating
Campus Direct,web,USA,2009.0,3500000.0,1,operating
RockLive,social,USA,2010.0,2700000.0,2,operating
TimeSight Systems,security,USA,2008.0,6049170.0,5,operating
Fate Therapeutics,biotech,USA,2007.0,78188360.0,5,ipo
Swipely,finance,USA,2009.0,20500000.0,4,operating
SevenLunches,messaging,USA,2009.0,291.0,1,operating
Teknovus,semiconductor,USA,2001.0,62600000.0,5,acquired
Global Analytics,analytics,USA,2003.0,40000000.0,2,operating
Patagonia Health Medical and Behavioral Health EHR,software,USA,2008.0,160000.0,1,operating
Evidon,analytics,USA,2009.0,9500000.0,2,operating
JavaJobs,software,USA,1997.0,50000.0,1,closed
CyberHeart,medical,USA,,15765989.0,3,operating
WebCollage,software,USA,1999.0,19607880.0,4,operating
Swap.com / Netcycler,ecommerce,FIN,2008.0,1500000.0,3,operating
Opality,network_hosting,ZAF,2009.0,149218.0,1,operating
Spikes Cavell & Co,analytics,GBR,1991.0,7966841.0,3,operating
Glyde,ecommerce,USA,2006.0,27000000.0,3,operating
Quorum,enterprise,USA,2008.0,36300000.0,6,operating
NextImage Medical,medical,USA,2008.0,5000000.0,1,operating
Cogenta Systems,analytics,GBR,2006.0,1340000.0,1,operating
Entellus Medical,medical,USA,2006.0,92000000.0,5,operating
Sinapis Pharma,biotech,USA,,821163.0,2,operating
WorkSimple,social,USA,2007.0,250000.0,1,operating
Mahalo,web,USA,2007.0,21000000.0,2,operating
Kickball Labs,web,USA,2007.0,2200000.0,2,operating
Qunar.com,ecommerce,CHN,2005.0,388000000.0,4,ipo
Scalado,software,SWE,2000.0,656000.0,1,acquired
Lymbix,analytics,CAN,2009.0,3798069.0,5,operating
AppointmentCity,web,USA,2009.0,800000.0,1,operating
IPWireless,mobile,GBR,1999.0,31580000.0,3,acquired
Intune Networks,network_hosting,IRL,1999.0,50250000.0,2,operating
Active Storage,enterprise,USA,2008.0,16200000.0,3,operating
Stemina Biomarker Discovery,biotech,USA,2006.0,2600000.0,2,operating
AppTap,mobile,USA,2008.0,9921168.0,5,operating
NicOx,biotech,FRA,,149000000.0,1,ipo
Zeno Corporation,health,USA,2002.0,48000000.0,2,operating
Ready Financial Group,finance,USA,2006.0,7000000.0,1,operating
Cardiola,biotech,CHE,2000.0,6000000.0,2,operating
Prodea Systems,software,USA,2006.0,55830954.0,5,operating
GettingHired,software,USA,2004.0,3000000.0,1,operating
YippeeO Internet Marketing Solutions,advertising,USA,2006.0,2000000.0,1,operating
Wikimedia Foundation,nonprofit,USA,2003.0,74000000.0,6,operating
IMVU,web,USA,2004.0,29000000.0,4,operating
Clearwell Systems,software,USA,2004.0,29000000.0,2,acquired
GOSO,advertising,USA,2009.0,750000.0,1,operating
Lightspeed Genomics,biotech,USA,2006.0,5082474.0,1,operating
Agencyport Software,software,USA,2000.0,1171300.0,1,acquired
Pro-Tech Industries,hardware,USA,,1600000.0,1,operating
ShoeDazzle,fashion,USA,2009.0,66000000.0,4,acquired
Ligon Discovery,biotech,USA,,1000000.0,1,operating
Sequans Communications,semiconductor,FRA,2003.0,9270000.0,2,operating
Pressure BioSciences,biotech,USA,1978.0,6525720.0,6,ipo
Digital Railroad,web,USA,,15200000.0,2,closed
UmBio,software,SWE,2002.0,1187933.0,2,operating
Storspeed,software,USA,2007.0,13000000.0,1,closed
Twiigg,search,USA,2009.0,25000.0,1,operating
Techstars,finance,USA,2006.0,34000000.0,3,operating
Hillcrest Labs,software,USA,2001.0,9542562.0,2,operating
FreshPlanet,games_video,USA,2009.0,1500000.0,1,operating
Like.com,ecommerce,USA,1986.0,47300000.0,3,acquired
ImmunoGen,biotech,USA,1981.0,26000000.0,4,operating
Activaero,biotech,DEU,2004.0,22585000.0,2,operating
Corindus,manufacturing,USA,2001.0,4700000.0,1,operating
Agrivida,biotech,USA,2002.0,19000000.0,3,operating
Become,search,USA,2004.0,37200000.0,4,operating
SeeClickFix,web,USA,2008.0,1500000.0,1,operating
MyFit,health,USA,2008.0,1000000.0,1,operating
Woods Hole Oceanographic Institute,nonprofit,USA,,13600000.0,2,operating
ZapMe,mobile,AUS,2007.0,40000.0,1,operating
Infoblox,public_relations,USA,1999.0,30000000.0,1,ipo
ThirdPresence,mobile,FIN,2007.0,800000.0,1,operating
BlueCat Networks,enterprise,CAN,2001.0,27800000.0,2,operating
ADMETA,advertising,SWE,2002.0,5000000.0,1,operating
WorkSnug,mobile,GBR,2009.0,179690.0,1,operating
NewsBasis,public_relations,USA,2009.0,545000.0,1,closed
noodls,search,ITA,2007.0,1264400.0,1,operating
WinBuyer,software,GBR,2005.0,6900000.0,1,closed
ROAM Data,mobile,USA,2005.0,41500000.0,2,operating
ClearMomentum,software,USA,2005.0,1000000.0,1,operating
Leostream,software,USA,2002.0,5000000.0,2,operating
Root Metrics,mobile,USA,2008.0,5893063.0,4,operating
madKast,web,USA,2007.0,315000.0,2,acquired
TeamSnap,mobile,USA,2009.0,4360000.0,3,operating
GrantAdler,medical,USA,,100000.0,1,closed
hField Technologies,software,USA,,70000.0,1,operating
Penn Truss Systems,other,USA,2004.0,50000.0,1,operating
Store Eyes,other,USA,,1000000.0,1,operating
enavu,consulting,USA,2008.0,50000.0,1,operating
Force-A,hardware,FRA,2004.0,5100000.0,2,operating
Third Solutions,software,USA,2007.0,3744675.0,1,operating
TransactionTree,software,USA,2009.0,185000.0,1,operating
Nexx Systems,semiconductor,USA,2001.0,15247925.0,3,acquired
Visualant,semiconductor,USA,1998.0,8906842.0,6,ipo
Receptos,biotech,USA,2007.0,65806610.0,3,operating
Ironwood Pharmaceuticals,medical,USA,1998.0,225000000.0,2,ipo
Sun Catalytix,cleantech,USA,2008.0,18500000.0,4,operating
Handango,mobile,USA,,60500000.0,1,acquired
YourTeamOnline,games_video,CAN,2007.0,43180.0,1,closed
CartMomo,ecommerce,SGP,2007.0,25000.0,1,operating
Weplay,web,USA,2008.0,12970000.0,3,acquired
Business Insider,web,USA,2007.0,18600000.0,5,operating
MindBites,web,USA,2007.0,1000000.0,1,operating
